state,crop,season,N,P,K,pH,water_requirement,soil,temperature_c,irrigation_method,input_cost_per_ha,yield_q_ha
Tamil Nadu,Green Gram,Rabi,16,35,21,6.6,309,Black,26-36,Sprinkler,30428.28,6.867
Tamil Nadu,Green Gram,Rabi,18,37,21,6.8,305,Black,26-38,Sprinkler,30631.89,6.2565
Tamil Nadu,Green Gram,Rabi,16,44,16,7.0,314,Black,28-36,Sprinkler,31522.53,6.60190600000001
Tamil Nadu,Green Gram,Rabi,18,40,15,7.2,291,Black,26-37,Sprinkler,31360.59,6.9505
Tamil Nadu,Green Gram,Rabi,14,42,18,7.3,323,Black,28-38,Sprinkler,31601.28,6.0419
Tamil Nadu,Green Gram,Rabi,19,36,20,7.2,268,Black,24-36,Sprinkler,30702.0,6.63405200000001
Tamil Nadu,Green Gram,Rabi,18,32,17,7.4,260,Black,26-34,Sprinkler,30973.07,6.0566
Tamil Nadu,Green Gram,Rabi,21,35,21,6.9,255,Black,26-35,Sprinkler,31302.51,7.1349
Tamil Nadu,Green Gram,Rabi,18,37,24,7.0,298,Black,23-31,Sprinkler,31432.93,6.492752000000011
Tamil Nadu,Green Gram,Rabi,20,40,23,7.4,324,Black,23-32,Sprinkler,31644.35,6.3307
Tamil Nadu,Green Gram,Rabi,15,33,22,7.0,279,Black,21-29,Sprinkler,31175.04,6.2754
Tamil Nadu,Green Gram,Rabi,17,34,24,6.6,345,Black,25-38,Sprinkler,31178.67,6.502818000000011
Tamil Nadu,Green Gram,Rabi,18,33,27,6.6,317,Black,24-38,Sprinkler,31163.03,7.0362
Tamil Nadu,Green Gram,Rabi,17,31,26,6.9,350,Black,23-37,Sprinkler,31592.0,6.7781
Tamil Nadu,Green Gram,Rabi,25,44,23,6.2,339,Black,27-34,Sprinkler,30875.24,8.790686000000008
Tamil Nadu,Green Gram,Rabi,26,45,26,5.9,343,Black,27-33,Sprinkler,31400.39,9.4018
Tamil Nadu,Green Gram,Rabi,22,48,25,6.3,348,Black,27-33,Sprinkler,31950.93,8.8134
Tamil Nadu,Green Gram,Zaid,19,37,18,7.1,281,Alluvial,24-36,Sprinkler,30494.01,7.660977999999988
Tamil Nadu,Green Gram,Zaid,20,39,19,7.2,278,Alluvial,24-34,Sprinkler,31429.85,7.132
Tamil Nadu,Green Gram,Zaid,18,42,20,7.3,263,Alluvial,26-38,Sprinkler,31691.89,8.0223
Tamil Nadu,Green Gram,Zaid,16,49,16,6.2,308,Alluvial,25-35,Sprinkler,30874.86,9.700720999999987
Tamil Nadu,Green Gram,Zaid,14,51,16,6.0,295,Alluvial,25-37,Sprinkler,31392.73,9.3542
Tamil Nadu,Green Gram,Zaid,14,43,16,6.1,322,Alluvial,25-33,Sprinkler,31105.87,9.3752
Tamil Nadu,Green Gram,Zaid,15,37,17,6.3,287,Alluvial,22-35,Sprinkler,30863.45,9.678595999999988
Tamil Nadu,Green Gram,Zaid,16,35,16,6.2,293,Alluvial,23-33,Sprinkler,31020.45,9.3391
Tamil Nadu,Green Gram,Zaid,13,36,19,6.1,263,Alluvial,22-33,Sprinkler,30809.72,10.1328
Tamil Nadu,Green Gram,Zaid,15,32,20,6.6,302,Alluvial,25-37,Sprinkler,30687.93,7.638852999999988
Tamil Nadu,Green Gram,Zaid,14,36,20,6.8,287,Alluvial,26-36,Sprinkler,31453.44,8.1166
Tamil Nadu,Green Gram,Zaid,16,32,17,6.7,317,Alluvial,24-37,Sprinkler,30636.75,7.9788
Tamil Nadu,Green Gram,Zaid,16,43,22,7.5,299,Alluvial,22-32,Sprinkler,31421.2,7.660977999999988
Tamil Nadu,Green Gram,Zaid,17,48,24,7.7,274,Alluvial,21-32,Sprinkler,31528.39,6.9373
Tamil Nadu,Green Gram,Zaid,16,47,24,7.9,308,Alluvial,22-34,Sprinkler,31168.9,7.0174
Tamil Nadu,Green Gram,Zaid,22,35,24,6.8,285,Alluvial,21-32,Sprinkler,31059.86,7.660977999999988
Tamil Nadu,Green Gram,Zaid,19,39,22,7.0,279,Alluvial,21-30,Sprinkler,31450.66,7.4789
Tamil Nadu,Green Gram,Zaid,23,34,22,6.9,297,Alluvial,22-32,Sprinkler,30729.51,8.2666
Tamil Nadu,Green Gram,Zaid,16,42,19,7.0,297,Alluvial,27-37,Sprinkler,30980.22,7.621291999999988
Tamil Nadu,Green Gram,Zaid,16,38,21,6.7,313,Alluvial,25-37,Sprinkler,30916.79,7.8597
Tamil Nadu,Green Gram,Zaid,18,44,21,6.8,307,Alluvial,26-38,Sprinkler,31415.4,7.7793
Tamil Nadu,Green Gram,Zaid,23,47,23,6.6,331,Red,24-33,Sprinkler,32124.17,6.501534999999994
Tamil Nadu,Green Gram,Zaid,23,43,21,6.3,318,Red,22-33,Sprinkler,31527.4,6.002
Tamil Nadu,Green Gram,Zaid,24,49,21,6.4,342,Red,25-34,Sprinkler,31679.8,6.1436
Tamil Nadu,Green Gram,Zaid,22,34,22,7.0,345,Red,26-33,Sprinkler,31671.86,6.402446999999995
Tamil Nadu,Green Gram,Zaid,19,35,22,6.9,321,Red,27-33,Sprinkler,31104.99,6.3933
Tamil Nadu,Green Gram,Zaid,25,34,23,6.7,331,Red,27-35,Sprinkler,30567.0,6.2304
Tamil Nadu,Green Gram,Zaid,17,45,23,7.1,251,Red,26-34,Sprinkler,30887.04,6.531871999999994
Tamil Nadu,Green Gram,Zaid,15,50,24,7.4,255,Red,28-35,Sprinkler,31085.98,6.1418
Tamil Nadu,Green Gram,Zaid,18,48,22,7.4,235,Red,25-32,Sprinkler,31757.94,6.1741
Tamil Nadu,Green Gram,Zaid,22,35,17,6.7,295,Red,24-35,Sprinkler,30766.92,6.531871999999994
Tamil Nadu,Green Gram,Zaid,23,32,16,6.7,297,Red,22-34,Sprinkler,30478.95,7.0271
Tamil Nadu,Green Gram,Zaid,20,36,15,6.6,292,Red,23-33,Sprinkler,30808.51,5.9502
Tamil Nadu,Green Gram,Zaid,23,41,16,6.9,361,Red,22-35,Sprinkler,30776.45,6.492247999999995
Tamil Nadu,Green Gram,Zaid,21,39,18,7.0,354,Red,23-33,Sprinkler,30588.71,5.9786
Tamil Nadu,Green Gram,Zaid,25,41,15,7.1,325,Red,23-36,Sprinkler,31404.12,7.0754
Tamil Nadu,Green Gram,Zaid,23,46,24,7.0,257,Red,26-34,Sprinkler,31524.3,6.531871999999994
Tamil Nadu,Green Gram,Zaid,26,49,26,6.7,252,Red,28-36,Sprinkler,31370.39,6.0005
Tamil Nadu,Green Gram,Zaid,26,40,27,7.3,250,Red,24-34,Sprinkler,30935.14,6.7654
Tamil Nadu,Green Gram,Zaid,24,51,18,6.7,307,Red,23-36,Sprinkler,31377.41,8.666352000000007
Tamil Nadu,Green Gram,Zaid,27,44,16,6.4,319,Red,22-36,Sprinkler,31625.84,9.3886
Tamil Nadu,Green Gram,Zaid,26,54,16,6.7,286,Red,23-38,Sprinkler,31098.01,8.1569
Tamil Nadu,Green Gram,Zaid,23,35,20,7.0,318,Black,23-33,Sprinkler,31180.94,6.6571310000000095
Tamil Nadu,Green Gram,Zaid,23,33,19,7.0,345,Black,25-32,Sprinkler,30639.97,6.8841
Tamil Nadu,Green Gram,Zaid,23,37,22,7.0,333,Black,22-31,Sprinkler,31669.93,6.0363
Tamil Nadu,Green Gram,Zaid,23,41,17,7.3,288,Black,26-33,Sprinkler,31679.65,6.6571310000000095
Tamil Nadu,Green Gram,Zaid,20,44,16,7.6,314,Black,26-35,Sprinkler,30915.94,6.0595
Tamil Nadu,Green Gram,Zaid,25,44,14,6.9,267,Black,25-35,Sprinkler,30672.13,6.1002
Tamil Nadu,Green Gram,Zaid,20,38,15,7.1,357,Black,27-34,Sprinkler,31205.38,6.61569800000001
Tamil Nadu,Green Gram,Zaid,19,34,15,7.0,348,Black,25-32,Sprinkler,30174.05,6.3267
Tamil Nadu,Green Gram,Zaid,19,38,15,7.5,358,Black,28-32,Sprinkler,30707.14,7.119
Tamil Nadu,Green Gram,Zaid,23,32,23,6.8,270,Black,24-34,Sprinkler,30516.37,6.647065000000009
Tamil Nadu,Green Gram,Zaid,25,34,20,6.5,261,Black,22-36,Sprinkler,30727.34,6.1712
Tamil Nadu,Green Gram,Zaid,22,28,20,6.6,246,Black,22-33,Sprinkler,30603.74,6.4034
Tamil Nadu,Green Gram,Zaid,23,50,22,6.7,304,Black,27-35,Sprinkler,31598.65,8.81376500000001
Tamil Nadu,Green Gram,Zaid,25,44,25,6.5,329,Black,26-36,Sprinkler,31815.06,8.0544
Tamil Nadu,Green Gram,Zaid,22,45,24,6.8,277,Black,28-37,Sprinkler,32106.21,8.6438
Tamil Nadu,Green Gram,Zaid,18,42,20,6.7,354,Black,23-34,Sprinkler,31701.55,8.81376500000001
Tamil Nadu,Green Gram,Zaid,19,43,22,6.7,335,Black,21-32,Sprinkler,31586.16,8.5388
Tamil Nadu,Green Gram,Zaid,16,37,22,6.3,359,Black,22-32,Sprinkler,31348.66,9.5906
Tamil Nadu,Green Gram,Zaid,18,34,17,6.4,345,Black,27-36,Sprinkler,30342.32,8.81376500000001
Tamil Nadu,Green Gram,Zaid,18,37,17,6.4,379,Black,26-37,Sprinkler,31142.21,9.0318
Tamil Nadu,Green Gram,Zaid,18,34,16,6.4,321,Black,25-35,Sprinkler,30867.59,7.9726
Tamil Nadu,Groundnut,Kharif,27,55,67,7.2,488,Red,19-28,Rainified,40375.03,156.42176100000012
Tamil Nadu,Groundnut,Kharif,27,54,69,7.5,492,Red,17-26,Rainified,40542.83,156.9544
Tamil Nadu,Groundnut,Kharif,30,51,65,7.0,523,Red,18-29,Rainified,40090.29,142.3507
Tamil Nadu,Groundnut,Kharif,25,55,85,7.3,515,Red,21-29,Rainified,40864.44,10.623450000000007
Tamil Nadu,Groundnut,Kharif,28,54,97,7.7,557,Red,20-29,Rainified,41287.33,11.0816
Tamil Nadu,Groundnut,Kharif,28,58,90,7.3,534,Red,22-28,Rainified,41112.19,10.462
Tamil Nadu,Groundnut,Kharif,31,51,71,6.9,518,Red,18-30,Rainified,40172.82,154.17762500000006
Tamil Nadu,Groundnut,Kharif,32,45,72,6.8,559,Red,20-31,Rainified,39873.37,163.3862
Tamil Nadu,Groundnut,Kharif,27,49,69,6.8,481,Red,17-28,Rainified,39700.76,164.214
Tamil Nadu,Groundnut,Kharif,27,45,77,6.5,461,Red,21-30,Rainified,39424.09,157.56335000000013
Tamil Nadu,Groundnut,Kharif,27,50,75,6.4,493,Red,19-30,Rainified,39200.01,172.242
Tamil Nadu,Groundnut,Kharif,28,44,67,6.8,427,Red,21-30,Rainified,39961.78,165.6333
Tamil Nadu,Groundnut,Kharif,21,54,75,6.7,524,Red,18-28,Rainified,40453.71,10.59381600000001
Tamil Nadu,Groundnut,Kharif,24,47,85,6.8,566,Red,17-28,Rainified,39722.4,10.9376
Tamil Nadu,Groundnut,Kharif,22,47,82,7.0,527,Red,17-29,Rainified,39942.29,10.0082
Tamil Nadu,Groundnut,Kharif,25,59,84,6.7,590,Red,17-29,Rainified,40870.83,12.031060000000007
Tamil Nadu,Groundnut,Kharif,25,52,93,6.4,561,Red,19-27,Rainified,40133.51,12.1012
Tamil Nadu,Groundnut,Kharif,28,55,87,7.0,640,Red,19-29,Rainified,39699.19,12.8345
Tamil Nadu,Groundnut,Kharif,25,49,90,6.7,550,Red,22-30,Rainified,40742.68,12.67085700000001
Tamil Nadu,Groundnut,Kharif,28,44,98,7.0,502,Red,23-29,Rainified,39970.36,11.4396
Tamil Nadu,Groundnut,Kharif,24,47,91,6.4,510,Red,20-29,Rainified,40740.64,12.9394
Tamil Nadu,Groundnut,Kharif,26,50,69,6.9,598,Alluvial,23-32,Rainified,39079.87,12.40852400000001
Tamil Nadu,Groundnut,Kharif,23,48,65,7.1,622,Alluvial,21-30,Rainified,39037.3,13.4892
Tamil Nadu,Groundnut,Kharif,25,48,71,7.0,629,Alluvial,21-31,Rainified,39252.93,12.0928
Tamil Nadu,Groundnut,Kharif,26,49,84,6.9,577,Alluvial,18-27,Rainified,39584.94,13.70445500000001
Tamil Nadu,Groundnut,Kharif,22,46,81,6.8,635,Alluvial,18-27,Rainified,39913.21,13.9128
Tamil Nadu,Groundnut,Kharif,24,46,89,6.9,592,Alluvial,18-29,Rainified,39658.81,12.5842
Tamil Nadu,Groundnut,Kharif,24,50,74,6.4,618,Alluvial,19-29,Rainified,39810.59,16.470024000000002
Tamil Nadu,Groundnut,Kharif,27,55,73,6.5,572,Alluvial,17-28,Rainified,40003.26,16.7417
Tamil Nadu,Groundnut,Kharif,23,47,78,6.3,557,Alluvial,18-29,Rainified,40446.06,17.805
Tamil Nadu,Groundnut,Kharif,22,58,72,7.2,440,Alluvial,19-29,Rainified,39918.16,92.57727700000004
Tamil Nadu,Groundnut,Kharif,19,63,68,7.6,443,Alluvial,21-28,Rainified,39996.31,89.097
Tamil Nadu,Groundnut,Kharif,21,58,63,7.4,440,Alluvial,21-31,Rainified,39586.87,86.9983
Tamil Nadu,Groundnut,Kharif,25,43,90,7.2,497,Alluvial,20-31,Rainified,40420.79,91.50957400000004
Tamil Nadu,Groundnut,Kharif,24,38,86,7.0,530,Alluvial,19-33,Rainified,39636.27,90.8312
Tamil Nadu,Groundnut,Kharif,24,44,84,7.4,516,Alluvial,19-30,Rainified,40630.28,95.4444
Tamil Nadu,Groundnut,Kharif,25,58,70,7.1,565,Alluvial,19-31,Rainified,40150.53,13.847303000000007
Tamil Nadu,Groundnut,Kharif,24,61,72,6.8,550,Alluvial,20-30,Rainified,40070.59,15.0969
Tamil Nadu,Groundnut,Kharif,28,59,63,7.2,577,Alluvial,17-29,Rainified,39783.71,14.1836
Tamil Nadu,Groundnut,Kharif,27,39,72,7.1,531,Alluvial,20-29,Rainified,39955.92,235.66044699999983
Tamil Nadu,Groundnut,Kharif,29,41,74,7.4,482,Alluvial,19-30,Rainified,39904.93,258.8313
Tamil Nadu,Groundnut,Kharif,25,37,72,6.9,494,Alluvial,22-29,Rainified,39634.58,229.965
Tamil Nadu,Groundnut,Rabi,21,43,79,7.1,530,Red,17-28,Sprinkler,50861.92,30.321584999999992
Tamil Nadu,Groundnut,Rabi,18,48,79,7.2,502,Red,15-30,Sprinkler,51388.57,27.4216
Tamil Nadu,Groundnut,Rabi,22,46,80,6.8,559,Red,19-28,Sprinkler,50536.28,28.6793
Tamil Nadu,Groundnut,Rabi,20,43,71,6.9,512,Red,23-33,Sprinkler,50207.77,128.004287
Tamil Nadu,Groundnut,Rabi,18,38,73,6.7,492,Red,24-32,Sprinkler,50072.61,130.5066
Tamil Nadu,Groundnut,Rabi,18,42,78,7.0,518,Red,25-34,Sprinkler,51056.39,130.448
Tamil Nadu,Groundnut,Rabi,26,61,78,6.2,535,Red,21-32,Sprinkler,51242.15,239.06893300000007
Tamil Nadu,Groundnut,Rabi,30,67,69,6.6,505,Red,22-31,Sprinkler,51415.57,240.9189
Tamil Nadu,Groundnut,Rabi,26,61,86,6.6,540,Red,19-30,Sprinkler,50965.44,246.2397
Tamil Nadu,Groundnut,Rabi,29,60,71,6.6,638,Red,21-33,Sprinkler,50708.84,9.335289000000008
Tamil Nadu,Groundnut,Rabi,26,64,66,6.8,595,Red,23-34,Sprinkler,50699.86,9.764
Tamil Nadu,Groundnut,Rabi,28,68,66,6.7,588,Red,21-32,Sprinkler,50628.61,9.4597
Tamil Nadu,Groundnut,Rabi,20,51,88,6.6,553,Red,20-29,Sprinkler,52354.93,11.210215000000014
Tamil Nadu,Groundnut,Rabi,18,51,95,6.3,548,Red,20-29,Sprinkler,51442.32,12.105
Tamil Nadu,Groundnut,Rabi,22,44,91,6.6,607,Red,20-29,Sprinkler,50852.44,11.9802
Tamil Nadu,Groundnut,Rabi,29,47,68,6.7,558,Red,19-29,Sprinkler,50980.27,156.8339860000001
Tamil Nadu,Groundnut,Rabi,27,48,73,6.8,560,Red,17-30,Sprinkler,50284.43,152.1775
Tamil Nadu,Groundnut,Rabi,25,45,63,7.1,531,Red,17-30,Sprinkler,50881.15,145.3656
Tamil Nadu,Groundnut,Rabi,23,50,81,6.5,635,Red,17-28,Sprinkler,50242.64,13.715161000000004
Tamil Nadu,Groundnut,Rabi,24,52,91,6.2,603,Red,16-26,Sprinkler,52054.54,13.2421
Tamil Nadu,Groundnut,Rabi,26,45,90,6.2,613,Red,16-29,Sprinkler,51631.66,14.173
Tamil Nadu,Groundnut,Rabi,22,54,70,7.1,567,Alluvial,23-31,Sprinkler,51675.97,12.756295000000014
Tamil Nadu,Groundnut,Rabi,22,47,60,7.3,528,Alluvial,23-32,Sprinkler,51126.94,13.6309
Tamil Nadu,Groundnut,Rabi,24,60,79,7.2,521,Alluvial,23-29,Sprinkler,50802.55,13.126
Tamil Nadu,Groundnut,Rabi,22,43,89,6.9,607,Alluvial,19-30,Sprinkler,51285.88,13.446143000000012
Tamil Nadu,Groundnut,Rabi,19,44,78,7.2,566,Alluvial,21-30,Sprinkler,49915.18,13.4143
Tamil Nadu,Groundnut,Rabi,19,47,97,7.2,582,Alluvial,17-28,Sprinkler,51197.31,14.3247
Tamil Nadu,Groundnut,Rabi,28,42,76,6.4,561,Alluvial,19-30,Sprinkler,50651.38,35.57666900000004
Tamil Nadu,Groundnut,Rabi,25,37,78,6.2,567,Alluvial,20-31,Sprinkler,51221.9,37.7563
Tamil Nadu,Groundnut,Rabi,28,42,85,6.4,600,Alluvial,21-31,Sprinkler,51718.5,35.3733
Tamil Nadu,Groundnut,Rabi,22,55,64,6.7,545,Alluvial,19-29,Sprinkler,50732.23,19.725261
Tamil Nadu,Groundnut,Rabi,23,58,58,6.5,505,Alluvial,19-28,Sprinkler,51157.33,20.1174
Tamil Nadu,Groundnut,Rabi,23,52,70,6.5,496,Alluvial,19-28,Sprinkler,50172.9,18.6607
Tamil Nadu,Groundnut,Rabi,26,52,73,6.7,600,Alluvial,19-32,Sprinkler,50044.78,14.86604500000001
Tamil Nadu,Groundnut,Rabi,29,47,83,6.9,646,Alluvial,19-31,Sprinkler,51021.82,15.1781
Tamil Nadu,Groundnut,Rabi,26,50,74,6.8,574,Alluvial,17-30,Sprinkler,50125.98,15.6307
Tamil Nadu,Groundnut,Rabi,27,50,64,6.2,460,Alluvial,21-31,Sprinkler,51599.0,195.4511759999997
Tamil Nadu,Groundnut,Rabi,31,46,56,6.6,428,Alluvial,23-33,Sprinkler,49626.46,191.2282
Tamil Nadu,Groundnut,Rabi,24,57,55,6.3,451,Alluvial,19-29,Sprinkler,49921.94,190.1446
Tamil Nadu,Groundnut,Rabi,18,41,89,6.7,492,Alluvial,21-29,Sprinkler,50200.11,13.79077400000001
Tamil Nadu,Groundnut,Rabi,20,43,80,6.5,507,Alluvial,20-30,Sprinkler,51261.6,13.2392
Tamil Nadu,Groundnut,Rabi,20,38,79,6.5,511,Alluvial,23-28,Sprinkler,51461.9,13.4247
Tamil Nadu,Rice,Kharif,108,60,38,6.1,1280,Alluvial,20-39,Rainified,44283.03,36.50247100000004
Tamil Nadu,Rice,Kharif,113,57,41,6.1,1406,Alluvial,21-41,Rainified,45118.93,39.0439
Tamil Nadu,Rice,Kharif,100,60,32,6.2,1325,Alluvial,20-39,Rainified,43356.2,35.7323
Tamil Nadu,Rice,Kharif,151,56,39,5.5,1210,Alluvial,22-36,Rainified,45296.15,36.50247100000004
Tamil Nadu,Rice,Kharif,149,60,38,5.4,1145,Alluvial,20-38,Rainified,44559.06,39.0904
Tamil Nadu,Rice,Kharif,168,53,37,5.8,1146,Alluvial,21-35,Rainified,44916.82,39.0612
Tamil Nadu,Rice,Kharif,146,60,44,6.3,1442,Alluvial,23-36,Rainified,45703.38,36.50247100000004
Tamil Nadu,Rice,Kharif,139,65,42,5.9,1376,Alluvial,22-34,Rainified,45132.15,36.1118
Tamil Nadu,Rice,Kharif,161,66,38,6.3,1448,Alluvial,25-34,Rainified,44955.45,34.3815
Tamil Nadu,Rice,Kharif,121,54,38,6.4,1395,Alluvial,21-40,Rainified,44659.0,36.35718100000002
Tamil Nadu,Rice,Kharif,124,49,37,6.3,1470,Alluvial,20-39,Rainified,44638.98,39.7796
Tamil Nadu,Rice,Kharif,110,51,41,6.4,1454,Alluvial,20-40,Rainified,44820.24,34.1148
Tamil Nadu,Rice,Kharif,118,63,42,6.0,1511,Alluvial,18-37,Rainified,44414.76,56.30028299999997
Tamil Nadu,Rice,Kharif,118,56,46,6.4,1596,Alluvial,20-39,Rainified,45163.0,50.9512
Tamil Nadu,Rice,Kharif,135,62,36,5.7,1480,Alluvial,18-38,Rainified,44718.1,61.1225
Tamil Nadu,Rice,Kharif,122,68,42,5.6,1205,Alluvial,24-40,Rainified,44552.71,57.50387799999998
Tamil Nadu,Rice,Kharif,107,72,42,5.6,1182,Alluvial,24-42,Rainified,44584.38,54.781
Tamil Nadu,Rice,Kharif,128,64,47,5.2,1202,Alluvial,26-38,Rainified,44237.65,52.3282
Tamil Nadu,Rice,Kharif,129,50,39,5.8,1222,Alluvial,18-36,Rainified,44372.45,38.17499300000002
Tamil Nadu,Rice,Kharif,138,49,43,5.4,1295,Alluvial,16-34,Rainified,45213.29,41.793
Tamil Nadu,Rice,Kharif,139,44,40,5.4,1124,Alluvial,17-36,Rainified,43737.18,40.2869
Tamil Nadu,Rice,Kharif,125,62,38,6.0,1260,Red,19-37,Rainified,44593.84,31.301858999999943
Tamil Nadu,Rice,Kharif,117,59,44,5.7,1237,Red,19-35,Rainified,44660.97,32.0549
Tamil Nadu,Rice,Kharif,129,63,41,5.9,1165,Red,17-38,Rainified,45111.11,30.7163
Tamil Nadu,Rice,Kharif,120,73,40,6.1,1288,Red,22-38,Rainified,44520.53,31.301858999999943
Tamil Nadu,Rice,Kharif,134,64,38,6.2,1221,Red,20-37,Rainified,45470.63,29.8659
Tamil Nadu,Rice,Kharif,130,70,36,6.1,1271,Red,24-38,Rainified,44893.52,29.5636
Tamil Nadu,Rice,Kharif,136,51,38,5.7,1271,Red,22-37,Rainified,44331.8,34.068431999999945
Tamil Nadu,Rice,Kharif,144,52,35,5.5,1382,Red,20-35,Rainified,43717.86,35.3658
Tamil Nadu,Rice,Kharif,146,44,42,6.0,1393,Red,21-38,Rainified,43976.11,32.7898
Tamil Nadu,Rice,Kharif,142,61,44,5.4,1330,Red,21-37,Rainified,45660.88,31.301858999999943
Tamil Nadu,Rice,Kharif,153,57,48,5.6,1387,Red,20-36,Rainified,44785.23,30.5811
Tamil Nadu,Rice,Kharif,122,57,44,5.3,1382,Red,22-35,Rainified,44564.49,29.7181
Tamil Nadu,Rice,Kharif,131,57,35,5.4,1420,Red,20-33,Rainified,45084.61,31.301858999999943
Tamil Nadu,Rice,Kharif,121,56,36,5.8,1316,Red,18-35,Rainified,43771.9,32.8653
Tamil Nadu,Rice,Kharif,134,59,30,5.3,1323,Red,18-33,Rainified,43608.6,31.663
Tamil Nadu,Rice,Kharif,143,61,45,5.4,1372,Red,21-36,Rainified,44666.27,31.301858999999943
Tamil Nadu,Rice,Kharif,127,60,44,5.7,1472,Red,23-37,Rainified,44097.48,33.7231
Tamil Nadu,Rice,Kharif,123,55,43,5.7,1497,Red,23-36,Rainified,45101.99,32.5364
Tamil Nadu,Rice,Kharif,128,57,46,5.5,1453,Red,17-37,Rainified,45398.02,56.06417399999999
Tamil Nadu,Rice,Kharif,113,55,43,5.8,1500,Red,15-37,Rainified,45008.36,51.6503
Tamil Nadu,Rice,Kharif,141,65,51,5.7,1515,Red,15-35,Rainified,45866.1,60.9712
Tamil Nadu,Rice,Kharif,144,54,34,6.0,1242,Laterite,19-38,Rainified,44315.53,32.39569599999999
Tamil Nadu,Rice,Kharif,124,54,31,5.6,1140,Laterite,20-40,Rainified,44755.68,34.811
Tamil Nadu,Rice,Kharif,143,54,31,5.6,1205,Laterite,21-37,Rainified,44870.01,31.3034
Tamil Nadu,Rice,Kharif,143,57,39,5.9,1380,Laterite,23-38,Rainified,44333.14,30.810719999999986
Tamil Nadu,Rice,Kharif,133,64,34,6.2,1477,Laterite,22-37,Rainified,43909.28,33.1247
Tamil Nadu,Rice,Kharif,146,62,35,5.9,1457,Laterite,21-38,Rainified,45427.73,30.0505
Tamil Nadu,Rice,Kharif,95,59,35,5.4,1298,Laterite,22-36,Rainified,43807.02,30.810719999999986
Tamil Nadu,Rice,Kharif,81,60,33,5.5,1372,Laterite,22-34,Rainified,43371.86,30.7899
Tamil Nadu,Rice,Kharif,98,58,31,5.1,1226,Laterite,21-35,Rainified,44096.52,30.9679
Tamil Nadu,Rice,Kharif,119,70,39,5.5,1560,Laterite,20-35,Rainified,44756.46,30.810719999999986
Tamil Nadu,Rice,Kharif,117,60,43,5.4,1585,Laterite,19-34,Rainified,43655.09,28.9804
Tamil Nadu,Rice,Kharif,126,69,41,5.9,1416,Laterite,18-34,Rainified,45459.99,31.0601
Tamil Nadu,Rice,Kharif,110,53,34,6.4,1197,Laterite,23-39,Rainified,43437.84,30.810719999999986
Tamil Nadu,Rice,Kharif,96,47,30,6.4,1275,Laterite,24-40,Rainified,43284.61,33.8241
Tamil Nadu,Rice,Kharif,103,54,29,6.4,1241,Laterite,21-37,Rainified,44296.26,30.718
Tamil Nadu,Rice,Kharif,136,71,30,6.0,1414,Laterite,21-38,Rainified,43809.94,29.08154899999998
Tamil Nadu,Rice,Kharif,150,75,26,6.4,1442,Laterite,21-38,Rainified,45035.09,26.5953
Tamil Nadu,Rice,Kharif,126,79,32,6.3,1277,Laterite,22-39,Rainified,44496.91,30.1496
Tamil Nadu,Rice,Kharif,121,70,33,5.6,1421,Laterite,17-36,Rainified,45320.3,30.810719999999986
Tamil Nadu,Rice,Kharif,135,64,32,5.6,1407,Laterite,17-35,Rainified,43740.66,28.0081
Tamil Nadu,Rice,Kharif,130,61,35,5.2,1436,Laterite,18-34,Rainified,44245.55,31.3974
Tamil Nadu,Rice,Rabi,115,47,39,5.4,1088,Alluvial,23-37,Flood,49421.5,41.54672200000002
Tamil Nadu,Rice,Rabi,117,45,37,5.0,986,Alluvial,25-35,Flood,48831.85,37.5804
Tamil Nadu,Rice,Rabi,125,52,37,5.2,1085,Alluvial,25-36,Flood,48538.15,42.2587
Tamil Nadu,Rice,Rabi,90,62,44,5.8,1424,Alluvial,17-37,Flood,49355.09,64.31613499999996
Tamil Nadu,Rice,Rabi,90,69,47,5.9,1339,Alluvial,18-39,Flood,49763.36,69.6543
Tamil Nadu,Rice,Rabi,92,63,43,5.9,1474,Alluvial,18-36,Flood,48902.99,60.7227
Tamil Nadu,Rice,Rabi,134,75,42,6.3,1316,Alluvial,23-39,Flood,50981.0,56.152389999999976
Tamil Nadu,Rice,Rabi,128,72,47,6.4,1387,Alluvial,23-38,Flood,50256.44,50.8261
Tamil Nadu,Rice,Rabi,123,78,46,6.6,1337,Alluvial,21-37,Flood,49749.3,53.9781
Tamil Nadu,Rice,Rabi,136,52,47,6.0,1326,Alluvial,20-37,Flood,49663.26,56.50246999999997
Tamil Nadu,Rice,Rabi,152,48,45,5.8,1319,Alluvial,19-38,Flood,49600.74,58.3041
Tamil Nadu,Rice,Rabi,154,55,52,5.7,1238,Alluvial,19-36,Flood,49344.77,60.2882
Tamil Nadu,Rice,Rabi,104,68,36,5.7,1407,Alluvial,22-38,Flood,49892.21,22.816815
Tamil Nadu,Rice,Rabi,100,74,31,6.0,1374,Alluvial,21-39,Flood,49095.95,23.2901
Tamil Nadu,Rice,Rabi,94,66,32,5.8,1414,Alluvial,24-38,Flood,48385.92,23.9511
Tamil Nadu,Rice,Rabi,91,62,38,6.0,1142,Alluvial,23-39,Flood,50032.9,21.616186
Tamil Nadu,Rice,Rabi,81,60,41,6.0,1201,Alluvial,25-40,Flood,48464.07,23.4301
Tamil Nadu,Rice,Rabi,80,67,36,6.2,1167,Alluvial,25-40,Flood,49455.19,20.6921
